40002_1_boar_2014-10-01,40002_2_boar_2018-10-01,40017_2_boar_2019-04-01,40089001_0_cattle_2014-04-01,40089001_1_cattle_2014-05-01,40089001_2_cattle_2014-05-01,40089001_3_cattle_2014-05-01,40089001_4_cattle_2014-05-01,40089001_5_cattle_2014-05-01,40089001_6_cattle_2014-05-01,40089001_7_cattle_2014-05-01,40089001_8_cattle_2014-05-01,40089001_9_cattle_2014-05-01,40089_0_boar_2017-01-01,40089_1_boar_2013-04-01,40089_2_boar_2015-03-01,40089_3_boar_2020-02-01,40203001_0_cattle_2016-12-01,40203001_1_cattle_2016-12-01,40203015_0_cattle_2016-02-01,40203015_1_cattle_2016-02-01,40203015_2_cattle_2016-01-01,40203015_3_cattle_2016-02-01,40203015_4_cattle_2016-02-01,40203015_5_cattle_2016-02-01,40203015_6_cattle_2016-02-01,40203015_7_cattle_2016-02-01,40203015_8_cattle_2016-02-01,40203_10_boar_2020-02-01,40203_11_boar_2019-09-01,40203_1_boar_2015-07-01,40203_2_boar_2014-12-01,40203_3_boar_2015-11-01,40203_4_boar_2015-06-01,40203_5_boar_2017-01-01,40203_6_boar_2017-03-01,40203_7_boar_2017-10-01,40203_8_boar_2017-05-01,40203_9_boar_2019-05-01,64359108_0_cattle_2020-02-01,64359108_1_cattle_2020-02-01,64359187_0_cattle_2014-01-01,64359187_1_cattle_2014-01-01,64359187_2_cattle_2014-01-01,64359189_0_cattle_2018-03-01,64420009_0_cattle_2014-03-01,64420009_10_cattle_2017-04-01,64420009_11_cattle_2017-02-01,64420009_12_cattle_2017-02-01,64420009_13_cattle_2017-04-01,64420009_14_cattle_2017-02-01,64420009_15_cattle_2017-04-01,64420009_16_cattle_2017-04-01,64420009_17_cattle_2017-04-01,64420009_1_cattle_2014-01-01,64420009_2_cattle_2014-01-01,64420009_3_cattle_2014-01-01,64420009_4_cattle_2014-01-01,64420009_5_cattle_2014-01-01,64420009_6_cattle_2014-03-01,64420009_7_cattle_2014-01-01,64420009_8_cattle_2014-03-01,64420009_9_cattle_2017-04-01,64420015_0_cattle_2007-04-01,64420015_1_cattle_2007-06-01,64420015_2_cattle_2007-04-01,64420035_0_cattle_2012-05-01,64420035_10_cattle_2012-07-01,64420035_11_cattle_2012-05-01,64420035_12_cattle_2012-07-01,64420035_13_cattle_2012-07-01,64420035_14_cattle_2012-07-01,64420035_15_cattle_2012-05-01,64420035_16_cattle_2012-05-01,64420035_17_cattle_2012-07-01,64420035_18_cattle_2012-07-01,64420035_19_cattle_2012-05-01,64420035_1_cattle_2012-07-01,64420035_20_cattle_2012-05-01,64420035_21_cattle_2012-07-01,64420035_22_cattle_2016-03-01,64420035_2_cattle_2012-05-01,64420035_3_cattle_2012-05-01,64420035_4_cattle_2012-05-01,64420035_5_cattle_2012-05-01,64420035_6_cattle_2012-05-01,64420035_7_cattle_2012-05-01,64420035_8_cattle_2012-05-01,64420035_9_cattle_2012-05-01
0,0,0,0.0045990801839632086,0.03079384123175357,0.011997600479904008,0.0049990001999600095,0.019996000799839993,0.01059788042391521,0.022395520895820788,0.033393321335732765,0.006998600279944014,0.042591481703659145,0,0.005598880223955211,0.14277144571086012,0,0,0,0.014397120575884803,0.002999400119976005,0.0049990001999600095,0.004399120175964808,5.998800239952009e-4,0.0165966806638672,0.00519896020795841,0.028194361127774376,3.999200159968006e-4,0,0,0.11077784443111507,0.22655468906219245,0.04179164167166555,0.07658468306338756,0,0,0,0,0,0,0,0.001399720055988802,0.0015996800639872023,0.0017996400719856025,0,0.004199160167966408,0,0,0,0,0,0,0,0,0.002199560087982403,0.01119776044791041,0.005798840231953611,0.012797440511897606,0.0023995200959808036,0.0157968406318736,0.007598480303939215,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.03919216156768635,0,0,0.002199560087982403,0,0,0,0,0,0.2433513297340586,0,0,7.998400319936012e-4,0,0,0.0019996000799840027,0.0035992801439712063,0.0031993601279744054,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0.12857428514297325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005798840231953611,0,0,0,0.0161967606478704,0.06318736252749432,0.03579284143171356,0.009398120375924813,0.037792441511697555,0.0167966406718656,0.0067986402719456135,0.013597280543891204,0.01119776044791041,0,0.009198160367926414,0.007598480303939215,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0015996800639872023,0,0,0,0.002999400119976005,0.008398320335932815,3.999200159968006e-4,0.002599480103979204,0,0,0,0,0,0,0,0.004799040191961609,0.0027994401119776045,0.003999200159968007,0,0.1879624075185,0,0,0,0,0,0,0,0,0.002599480103979204,0.011597680463907209,0.0015996800639872023,0.014597080583883202,0.005998800239952012,0.20155968806239163,0.012997400519896006,0.21375724855029443,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02059588082383519,0,0,0.007798440311937616,0,0.008198360327934416,0.003399320135972806,0.0993801239752059,0.0035992801439712063,0.015196960607878401,0.1267746450709876,0.01119776044791041,0.393521295740842,0,0.0049990001999600095,0.013197360527894405,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0.0019996000799840027,7.998400319936012e-4,0,0,0.012197560487902407,0.023195360927814386,0.0017996400719856025,0.006598680263947213,0,0,0,0,0,0,0,0.0027994401119776045,0.0027994401119776045,3.999200159968006e-4,0,0.003999200159968007,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.010397920415916811,0.0017996400719856025,0.007998400319936016,9.998000399920016e-4,0.007998400319936016,0.0035992801439712063,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009798040391921612,0,0,0.052189562087582325,0.01099780043991201,0,0.22255548890222432,0.018196360727854397,0.2251549690062036,0.02559488102379518,0.008198360327934416,0.029594081183763173,0.009998000399920012,0,0.0171965606878624,0.0067986402719456135,0,0,0,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,0,0,0.0023995200959808036,0.015996800639872,5.998800239952009e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0.0037992401519696068,0.004399120175964808,0.0045990801839632086,0,0.03059388122375517,0,0,0,0,0,0,0,0,0.008798240351929614,0.009798040391921612,0.003399320135972806,0.022395520895820788,0.004399120175964808,0.07718456308738278,0.020195960807838392,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002999400119976005,0,0,0.027594481103779177,0.0067986402719456135,0.17496500699860357,0,0.0019996000799840027,0.399320135972795,0.0067986402719456135,0.0017996400719856025,0.008798240351929614,0.003999200159968007,0,0.0019996000799840027,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0.003999200159968007,9.998000399920016e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0.0015996800639872023,9.998000399920016e-4,9.998000399920016e-4,0,0.015196960607878401,0,0,0,0,0,0,0,0,0.0011997600479904018,0.00519896020795841,9.998000399920016e-4,0.004399120175964808,0.0019996000799840027,0.033393321335732765,0.0037992401519696068,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02679464107178558,0,0,0.005798840231953611,0.09698060387922502,0.005598880223955211,0.0019996000799840027,0,7.998400319936012e-4,0.006398720255948813,0.44091181763645776,0.009598080383923213,0.10817836432713579,0,0.002999400119976005,0.009398120375924813,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,1.999600079984003e-4,7.998400319936012e-4,0,0,0.00539892021595681,0.02659468106378718,0.0015996800639872023,0.010197960407918412,0,0,0,0,0,0,0,0.0011997600479904018,5.998800239952009e-4,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0.0019996000799840027,0.0027994401119776045,0.0017996400719856025,0.00539892021595681,1.999600079984003e-4,0.006198760247950412,0.009398120375924813,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001399720055988802,0,0,0.009798040391921612,0.005998800239952012,0.18696260747850796,0.40971805638871067,0.0037992401519696068,0,0.010397920415916811,0.0019996000799840027,0.008398320335932815,0.002999400119976005,0,5.998800239952009e-4,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.0023995200959808036,9.998000399920016e-4,0.0011997600479904018,0,0,0,0,0,0,0,0.002999400119976005,5.998800239952009e-4,3.999200159968006e-4,0,0.015996800639872,0,0,0,0,0,0,0,0,0.0019996000799840027,0.006598680263947213,0.0017996400719856025,0.0049990001999600095,1.999600079984003e-4,0.02619476104779038,0.003399320135972806,0.011397720455908809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019596080783843194,0,0,0.02059588082383519,0.017996400719855997,0.022595480903819187,0.014397120575884803,0.017596480703859198,0.0171965606878624,0,0.01059788042391521,0.46070785842829726,0.013597280543891204,0,0.028594281143771175,0.006998600279944014,0,0,0,1.999600079984003e-4,0,0,0,0,5.998800239952009e-4,0,0.002199560087982403,0,0,0,0.005598880223955211,0.020395920815836792,0.0017996400719856025,0.0019996000799840027,0,0,0,0,0,0,0,0.006198760247950412,0.006998600279944014,0.0067986402719456135,0,0.008798240351929614,0,0,0,0,0,0,0,0,0.009198160367926414,0.03159368126374717,0.012797440511897606,0.03039392121575677,0.006198760247950412,0.03039392121575677,0.024395120975804784,0.01099780043991201,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0049990001999600095,0,3.999200159968006e-4,0,0,0,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,0
0.02199560087982399,0,0,0.007798440311937616,0.07058588282343536,0.0067986402719456135,0.006198760247950412,0.4019196160767739,0.0035992801439712063,0.008598280343931215,0,0.007998400319936016,0.07658468306338756,0,0.0019996000799840027,0.007998400319936016,0,0,0,5.998800239952009e-4,0,0,0,0,0.003999200159968007,3.999200159968006e-4,0.0017996400719856025,3.999200159968006e-4,0,0,0.007398520295940815,0.015196960607878401,0.0023995200959808036,0.0067986402719456135,0,0,0,0,0,0,0,7.998400319936012e-4,0.0011997600479904018,0.001399720055988802,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0.0019996000799840027,0.002199560087982403,9.998000399920016e-4,0.003399320135972806,0.0011997600479904018,0.006598680263947213,0.007198560287942414,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0161967606478704,0,0,0.0161967606478704,0.012997400519896006,0.018796240751849595,0.01079784043191361,0.01119776044791041,0.006598680263947213,0.399320135972795,0.008998200359928014,0,0.008598280343931215,0,0.019796040791841593,0.004399120175964808,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.001399720055988802,0,0,0,0.002199560087982403,0.013997200559888004,0,0.001399720055988802,0,0,0,0,0,0,0,0.007198560287942414,0.006398720255948813,0.002599480103979204,0,0.008198360327934416,0,0,0,0,0,0,0,0,0.003999200159968007,0.019196160767846394,0.007798440311937616,0.019396120775844794,0.002999400119976005,0.019596080783843194,0.02079584083183359,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017596480703859198,0,0,0.007198560287942414,0.40411917616475607,0.005798840231953611,0.0011997600479904018,0.12537492501499875,0.0031993601279744054,0.010197960407918412,0.09058188362327602,0.01079784043191361,0,0,0.004399120175964808,0.02079584083183359,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,0,3.999200159968006e-4,0,0.001399720055988802,9.998000399920016e-4,0,0,0.009998000399920012,0.019196160767846394,7.998400319936012e-4,0.005598880223955211,0,0,0,0,0,0,0,0.0023995200959808036,5.998800239952009e-4,0.0035992801439712063,0,0.0019996000799840027,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.006598680263947213,0.0027994401119776045,0.008398320335932815,5.998800239952009e-4,0.006598680263947213,0.006598680263947213,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.999200159968006e-4,0.35712857428513706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155968806238752,0.007398520295940815,0.003399320135972806,0,0,0.0011997600479904018,0,3.999200159968006e-4,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0.0031993601279744054,1.999600079984003e-4,7.998400319936012e-4,3.999200159968006e-4,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,7.998400319936012e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0
0.010397920415916811,0,0,0.023795240951809585,0.008598280343931215,0.022195560887822388,0.010397920415916811,0.0045990801839632086,0.01119776044791041,0.037592481503699156,0.006598680263947213,0.028194361127774376,0.010197960407918412,0,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,7.998400319936012e-4,0.012597480503899207,0,0,0,0,0,0,0,0,0,0.03419316136772636,0.02679464107178558,0.014397120575884803,0,0.006198760247950412,0,0,0,0,0,0,0,0,0.027794441111777576,0.06318736252749432,0.04039192161567675,0.1853629274145207,0.02579484103179358,0.028194361127774376,0.06058788242351511,0.008398320335932815,0,0,0,0,0.009398120375924813,0,0.012197560487902407,0,0.0067986402719456135,0,1.999600079984003e-4,0.003999200159968007,0,0.13777244551089995,0,0.003999200159968007,0.02079584083183359,0,0,0.0011997600479904018,0,5.998800239952009e-4,0.008598280343931215,0,0.008798240351929614,3.999200159968006e-4,0.006398720255948813
0.14337132573485534,0,0,0.0023995200959808036,0.010197960407918412,0.0027994401119776045,0.0019996000799840027,0.014397120575884803,9.998000399920016e-4,0.008598280343931215,0.010197960407918412,0.003399320135972806,0.0165966806638672,0,0.002199560087982403,0,0,0,0,0.022795440911817587,0.002199560087982403,0.006998600279944014,0.005598880223955211,0.0011997600479904018,0.03039392121575677,0.004399120175964808,0.06778644271145767,0.0017996400719856025,0,0,0.14577084583083622,0.13157368526294935,0.05598880223955192,0.11917616476704815,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0.001399720055988802,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0.0011997600479904018,0.0015996800639872023,0,0.0037992401519696068,0.001399720055988802,0.005598880223955211,0.0023995200959808036,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0
0,0,0.03119376124775037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34573085382922947,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.3607278544291079,0,0.1425714857028617,0.1941611677664506,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0.22975404919016695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20575884823035817,0,0.30733853229354074,0.3841231753649182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002199560087982403,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0.002599480103979204,0,0.012397520495900807,0,0.002199560087982403,3.999200159968006e-4,0,0.08558288342331585,0.11417716456708799,0.07518496300739871,0.052789442111577524,0.12237552489502265,0.07638472305538915,0.05518896220755832,0.0715856828634274,0,0,0.014597080583883202,0.0035992801439712063,0.057588482303539114,0.024195160967806384,1.999600079984003e-4,0.0023995200959808036,0,3.999200159968006e-4,0,0,0,0,0,0,0.0015996800639872023,0,1.999600079984003e-4,0,9.998000399920016e-4,1.999600079984003e-4,7.998400319936012e-4,7.998400319936012e-4,0.001399720055988802,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03719256148770236,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.001399720055988802,0,0,0,0.037792441511697555,0,0.03459308138372316,0.0155968806238752,0.01059788042391521,0.028994201159767974,0.022395520895820788,0.009798040391921612,0.4139172165566766,0,0,0.0023995200959808036,0,0.007198560287942414,0.004399120175964808,9.998000399920016e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,0.0011997600479904018,0,1.999600079984003e-4,0,0,0,0,5.998800239952009e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02059588082383519,0,0,0,0,0,0,0,0
1.999600079984003e-4,0.014597080583883202,0,0,0,0,0,0,0,0,0,0,0,0.018396320735852796,0,0.0023995200959808036,0,0.017596480703859198,0.005798840231953611,0.07838432313537322,0.06618676264747042,0,0.033793241351729564,0.12197560487902584,0.047990401919615934,0.03099380123975197,0.0167966406718656,0.07238552289542102,0,0,0.0023995200959808036,1.999600079984003e-4,0.018796240751849595,0.00539892021595681,0.011397720455908809,0.01059788042391521,0,0.001399720055988802,0.0023995200959808036,0,0,0,0,0,0.011397720455908809,0,3.999200159968006e-4,0.0015996800639872023,0.002199560087982403,9.998000399920016e-4,0.0023995200959808036,0.0045990801839632086,0.00539892021595681,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1115776844631087,0,0,0,0,0,0,0,0
